top_contributions,original_top_values,predicted_top_values,loss,label
"{""Fwd Seg Size Min"": {""Dst Port"": 4.447021434331938e-06, ""Protocol"": 2.439934718220807e-06, ""Flow Duration"": -3.077493553576475e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": 2.549966328204233e-06, ""Protocol"": -2.67902025556743e-06, ""Flow Duration"": -7.603118607244693e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 8.876722338411151e-06, ""Protocol"": -1.72549731707282e-06, ""Flow Duration"": 1.6475748957549003e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 6.255625618002768e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230994831889,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00018527636407209783, ""Bwd IAT Min"": 7.155078915369356e-05, ""Dst Port"": -4.754955619916004e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Pkt Len Min"": 9.15707570248753e-05, ""Active Max"": 7.190583224268464e-05, ""Active Mean"": 7.112952259618702e-05, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": -5.3121075278752275e-06, ""Protocol"": -9.817568039621375e-06, ""Flow Duration"": -4.570882319860854e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -1.7928482637078625e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.001223125082094,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.00029052219285337735, ""Dst Port"": -3.0995546105618118e-06, ""Protocol"": -2.728023992908766e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Active Max"": 9.810151907256072e-05, ""Active Min"": 8.166627147074195e-05, ""Active Mean"": 8.117751908756239e-05, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 4.1213305176672663e-07, ""Protocol"": -1.2139823428257587e-06, ""Flow Duration"": 3.7183042844793634e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 2.5225993409764146e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230906385762,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.0028337894618444054, ""RST Flag Cnt"": 0.002813528155196735, ""Dst Port"": 7.734320248930499e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -4.1464248532067955e-06, ""Protocol"": -3.950797632253607e-06, ""Flow Duration"": -9.162611480355921e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Protocol"": 0.0015091997754708702, ""Dst Port"": -8.784807759764686e-06, ""Flow Duration"": -4.817909167049881e-07, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 7.024204821631028e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231156175703,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -5.1521211490779445e-06, ""Protocol"": -4.995291045089773e-06, ""Flow Duration"": 9.64638974410227e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Pkt Len Min"": 7.830031490748502e-05, ""Dst Port"": 6.641727925207935e-06, ""Protocol"": -9.256361265942782e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": -4.691348139532772e-06, ""Protocol"": 2.0432085925124736e-06, ""Flow Duration"": 3.176073872830646e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 8.343839789565561e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231062378387,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": 3.2041117012106104e-06, ""Protocol"": -5.435172023573234e-06, ""Flow Duration"": -8.063253859387928e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -5.725464870917607e-06, ""Protocol"": 5.284795233986906e-06, ""Flow Duration"": -4.495917990260867e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Pkt Len Min"": 6.314064340941793e-05, ""Dst Port"": -1.2295759640206785e-06, ""Protocol"": -3.352471600514629e-07, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 2.5248569544504725e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230986856482,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": 5.712156585480435e-06, ""Protocol"": -9.180379499588279e-07, ""Flow Duration"": 2.2147053303604775e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""FIN Flag Cnt"": 0.002536994940824701, ""Init Bwd Win Byts"": 0.0024551205501805243, ""Dst Port"": 0.00022950583470150027, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 6.2101737309109565e-06, ""Protocol"": -3.174992399299326e-06, ""Flow Duration"": 5.138872420708996e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -2.8689608829780255e-07}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012229346090832,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -1.914160453350799e-06, ""Protocol"": -2.6919167697850223e-06, ""Flow Duration"": 2.3830940185188765e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": 9.355193034384888e-06, ""Protocol"": -3.6011431955469497e-06, ""Flow Duration"": -9.130331624791046e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 4.874789342200471e-06, ""Protocol"": -5.461323430694778e-06, ""Flow Duration"": 2.462985518800261e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 5.122605491290208e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231246140713,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": 6.498170235093376e-06, ""Protocol"": -9.347149974106184e-07, ""Flow Duration"": 3.7757322667618317e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Pkt Len Min"": 3.7829348565846915e-05, ""Dst Port"": 4.943779258721815e-06, ""Protocol"": -4.4405453926986836e-07, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 9.188496385657996e-06, ""Protocol"": -9.78915881998018e-06, ""Flow Duration"": -2.049075498888292e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 7.683792969796216e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230535400484,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -9.869662585563813e-06, ""Protocol"": 6.920204873624719e-06, ""Flow Duration"": -8.994993642547048e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": 9.494089446666004e-06, ""Protocol"": -1.6452554558803902e-06, ""Flow Duration"": -3.0520727084425473e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 9.331288132271507e-06, ""Protocol"": 9.015554435472106e-06, ""Flow Duration"": -8.579355784672049e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -8.17245285508948e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231242040997,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00023506042168668743, ""Bwd IAT Min"": 3.7239986344504445e-05, ""Dst Port"": -5.382236923027198e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""ACK Flag Cnt"": 0.0005423395804500592, ""Dst Port"": 2.4898111076093733e-06, ""Flow Duration"": -7.793569891247364e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Bwd IAT Max"": 0.00026509695517756913, ""Bwd IAT Tot"": 0.00022876815555577905, ""Bwd IAT Mean"": 0.00017870606071720765, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -7.058774111622263e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231005299131,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Bwd IAT Max"": 0.00012905199084075011, ""Bwd IAT Mean"": 0.00010088354571073187, ""Bwd IAT Std"": 9.247956061384822e-05, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -2.1691677344783428e-06, ""Flow Duration"": -3.605393161595761e-06, ""Tot Fwd Pkts"": -6.9803847983333424e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 5.5908567776265515e-06, ""Protocol"": 9.722035168549008e-06, ""Flow Duration"": 3.645599102373609e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 6.13810787492674e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231246561047,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Pkt Len Min"": 6.882786628582614e-05, ""Dst Port"": -5.681795454672125e-06, ""Protocol"": -8.28048258761321e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Fwd PSH Flags"": 0.00032854487734312285, ""SYN Flag Cnt"": 0.0003285448070331185, ""Dst Port"": -9.29811036962055e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 4.874011853993765e-06, ""Protocol"": -1.964962526187775e-06, ""Flow Duration"": -4.92825245369927e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -8.273120538918203e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231244051635,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.0003401624046710989, ""Pkt Len Max"": 6.397419439805059e-05, ""Pkt Len Std"": 5.401571942052219e-05, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -2.8399104975833833e-06, ""Protocol"": 6.745228142800998e-06, ""Flow Duration"": 4.4629158021588115e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Init Bwd Win Byts"": 0.0016814509876392344, ""Dst Port"": 0.00026820222965911816, ""Protocol"": -3.4301990017827434e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -6.1219513399903626e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231175769992,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -7.2211050026729765e-06, ""Protocol"": 8.860990504702494e-06, ""Flow Duration"": -7.678854508842601e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Bwd IAT Tot"": 0.0002863752037396867, ""Bwd IAT Mean"": 0.00019285621665001088, ""Active Mean"": 0.00014435195596720693, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Bwd IAT Min"": 2.7517219437757805e-05, ""Dst Port"": 8.895282216138138e-07, ""Flow Duration"": 3.1228763717179567e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 2.3054626741349962e-07}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230314232145,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Init Bwd Win Byts"": 0.002345095044922083, ""Dst Port"": 7.676492637829828e-06, ""Protocol"": -9.708196166685935e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Bwd IAT Max"": 0.0002494136025634685, ""Bwd IAT Std"": 0.00019715397252096365, ""Pkt Len Min"": 9.263986273307426e-05, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Protocol"": 0.0012999764637057216, ""Init Bwd Win Byts"": 0.0008866381728602629, ""Dst Port"": 6.2783398214453445e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 7.587293773985101e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231242118884,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": 5.7659746782544345e-06, ""Protocol"": 1.0526710253045064e-06, ""Flow Duration"": 3.0069927655189636e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": 2.1934092947290265e-06, ""Protocol"": -9.957566213436668e-06, ""Flow Duration"": 2.8457600908742305e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": -9.16853578423544e-06, ""Protocol"": 8.922959100933963e-07, ""Flow Duration"": -2.9130108631966137e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 3.835657438919968e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230948981209,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -5.103208775619952e-06, ""Protocol"": -8.60859208251599e-06, ""Flow Duration"": 4.009013556827344e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -9.387232273397153e-06, ""Protocol"": 3.883844998043772e-06, ""Flow Duration"": 9.601819042606246e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 4.4709972734752175e-06, ""Protocol"": 4.084270426471635e-06, ""Flow Duration"": 1.3898129412121932e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 7.659686767759346e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231243921215,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -7.161903584034456e-07, ""Protocol"": -6.594095547601116e-07, ""Flow Duration"": 1.0451424053975462e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": -9.676993242738951e-06, ""Protocol"": 6.600173529995035e-06, ""Flow Duration"": -4.485687885112069e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": 3.4428474711794004e-07, ""Protocol"": 4.516580129308034e-06, ""Flow Duration"": 9.17486645667182e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -8.816803848041245e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231237310379,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -4.797898856096182e-06, ""Protocol"": 2.3547392713706946e-06, ""Flow Duration"": -5.077018590468885e-06, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Pkt Len Min"": 9.461091825416034e-05, ""Active Min"": 8.419281062030299e-05, ""Active Max"": 8.354875825075353e-05, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Bwd IAT Std"": 0.00024466451540872125, ""Pkt Len Min"": 0.00018027802763239404, ""URG Flag Cnt"": 9.702215050919755e-05, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 2.0935873357465804e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012231240786948,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Pkt Len Min"": 8.14839422793852e-05, ""Dst Port"": -6.71495556067083e-06, ""Protocol"": -3.330935976700709e-07, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Dst Port"": 0.00027462597200564575, ""Protocol"": -5.334319882874611e-06, ""Flow Duration"": 1.6318661377658955e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": -4.593006421504036e-06, ""Protocol"": -4.4351546714421985e-06, ""Flow Duration"": 4.741377543354263e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 3.917877699660882e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012229508618051,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Dst Port"": -8.413493290563696e-06, ""Protocol"": -6.037361906065993e-06, ""Flow Duration"": 2.22939267290151e-07, ""Reconstruction Error"": 0.16208814939597005}, ""Protocol"": {""Pkt Len Min"": 3.4786761596154904e-05, ""Dst Port"": 6.4572995558602435e-06, ""Protocol"": 7.596257409371432e-06, ""Reconstruction Error"": 0.11040622606817399}, ""Init Bwd Win Byts"": {""Dst Port"": -7.535652313777943e-06, ""Flow Duration"": 6.839921223352229e-06, ""Tot Fwd Pkts"": 2.0105374682602996e-06, ""Reconstruction Error"": 0.01592720486897381}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 2.9051397243113647e-06}","{""Fwd Seg Size Min"": 19.99155, ""Protocol"": 6.0016046, ""Init Bwd Win Byts"": 8270.842}",0.0012230735311163,DoS attacks-Hulk
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00018236897436177703, ""Flow Pkts/s"": 0.0001472877762476075, ""Dst Port"": -5.7346184663712655e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": 5.672449935327357e-06, ""Flow Duration"": -8.259651824642278e-07, ""Tot Fwd Pkts"": 8.141367197046844e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""RST Flag Cnt"": 0.006669959892362409, ""ECE Flag Cnt"": 0.006629795034243213, ""Flow Duration"": -4.29956674768609e-06, ""Reconstruction Error"": 0.02741935762968434}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0186767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.988}",0.0035125958255314,Brute Force -Web
"{""Fwd Seg Size Min"": {""Protocol"": 0.0018438012532516624, ""Dst Port"": 5.869977732754584e-06, ""Flow Duration"": -3.134935419978341e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd IAT Tot"": 0.0007752696952206338, ""Bwd Pkt Len Min"": 0.0004885391370663179, ""Dst Port"": 0.0004088326064325012, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 1.0005590729780657e-06, ""Protocol"": 7.959340819529762e-06, ""Flow Duration"": -1.2563623807196985e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035743496549949,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": 9.779419834743367e-06, ""Protocol"": -1.5215954291476938e-06, ""Flow Duration"": 4.857867622163532e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd Pkts/s"": 0.0002467693006062231, ""Flow Pkts/s"": 0.00021939681422215095, ""Bwd IAT Mean"": 0.00017154211091246024, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -6.34370085424721e-06, ""Protocol"": 5.962592169976905e-06, ""Flow Duration"": -9.25173977429781e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035583152707287,Brute Force -Web
"{""Protocol"": {""FIN Flag Cnt"": 0.0005422305411715106, ""Fwd Seg Size Min"": 0.0004985411171143372, ""URG Flag Cnt"": 0.0004803258930823122, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""FIN Flag Cnt"": 0.0004955442707010102, ""URG Flag Cnt"": 0.00048270767541388544, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.0186324465339199,Brute Force -Web
"{""Fwd Seg Size Min"": {""Protocol"": 0.0013438014241841678, ""Fwd Seg Size Min"": 0.0008442522475601288, ""URG Flag Cnt"": 0.0008436087288150598, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324465061937,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": 7.106989941123562e-06, ""Protocol"": -8.954248705131907e-06, ""Flow Duration"": 1.3011016673637269e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd Pkts/s"": 0.0002467693006062231, ""Flow Pkts/s"": 0.00021939681422215095, ""Bwd IAT Mean"": 0.00017154211091246024, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -6.231007388465943e-06, ""Protocol"": -9.522839236941329e-06, ""Flow Duration"": -9.811228800856367e-07, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035583152707287,Brute Force -Web
"{""Protocol"": {""URG Flag Cnt"": 0.0004866779646344641, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""SYN Flag Cnt"": 0.00023622830136254408, ""Fwd PSH Flags"": 0.00023622479135302493, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.0186324475598032,Brute Force -Web
"{""Protocol"": {""Fwd Seg Size Min"": 0.00048747397954564277, ""Protocol"": 0.0004774630025060259, ""ACK Flag Cnt"": 0.00019637451363797826, ""Reconstruction Error"": 0.0032811494872301817}}","{""Protocol"": 1.0}","{""Protocol"": 0.02621746}",0.0186324462843836,Brute Force -Web
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.000155385326118314, ""Dst Port"": -6.006243655582139e-06, ""Protocol"": 9.097404708145752e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd IAT Tot"": 0.0005439968394908201, ""Active Max"": 0.0001406659590181264, ""Active Mean"": 0.00010282794982662208, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 4.185712796580511e-06, ""Protocol"": -8.218733636094898e-06, ""Flow Duration"": -7.714922907800795e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035732704825664,Brute Force -Web
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.00989429751184784, ""RST Flag Cnt"": 0.00950409700025033, ""Init Bwd Win Byts"": 0.004676213203684242, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""ECE Flag Cnt"": 0.006834511727355188, ""RST Flag Cnt"": 0.006825486022881175, ""Init Bwd Win Byts"": 0.004649553538231043, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 5.480582733357182e-07, ""Protocol"": -9.612000628117897e-06, ""Flow Duration"": 1.9113192607326596e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035830340684163,Brute Force -Web
"{""Protocol"": {""ECE Flag Cnt"": 0.0015365520366619004, ""RST Flag Cnt"": 0.0015252250609181569, ""PSH Flag Cnt"": 0.00023955342163420868, ""Reconstruction Error"": 0.0032811494872301817}}","{""Protocol"": 1.0}","{""Protocol"": 0.02621746}",0.0186324461734786,Brute Force -Web
"{""Protocol"": {""Bwd Pkt Len Std"": 2.451374203803983e-05, ""Reconstruction Error"": 0.0032811494872301817}}","{""Protocol"": 1.0}","{""Protocol"": 0.02621746}",0.0186324462012049,Brute Force -Web
